gain	0	1	-87.97
gain	1	0	-87.84
gain	0	2	-84.09
gain	2	0	-85.19
gain	0	3	-87.73
gain	3	0	-87.78
gain	0	4	-82.49
gain	4	0	-81.49
gain	0	5	-88.30
gain	5	0	-89.44
gain	0	6	-92.66
gain	6	0	-90.37
gain	0	7	-92.12
gain	7	0	-89.69
gain	0	8	-85.78
gain	8	0	-85.67
gain	0	9	-82.15
gain	9	0	-82.76
gain	0	10	-86.21
gain	10	0	-84.46
gain	0	11	-89.25
gain	11	0	-88.98
gain	0	12	-81.09
gain	12	0	-81.67
gain	1	2	-88.69
gain	2	1	-89.92
gain	1	3	-87.41
gain	3	1	-87.59
gain	1	4	-85.72
gain	4	1	-84.86
gain	1	5	-85.06
gain	5	1	-86.33
gain	1	6	-92.62
gain	6	1	-90.47
gain	1	7	-91.99
gain	7	1	-89.68
gain	1	8	-97.59
gain	8	1	-97.61
gain	1	9	-80.50
gain	9	1	-81.23
gain	1	10	-88.56
gain	10	1	-86.93
gain	1	11	-88.08
gain	11	1	-87.94
gain	1	12	-90.57
gain	12	1	-91.28
gain	2	3	-88.83
gain	3	2	-87.78
gain	2	4	-87.40
gain	4	2	-85.30
gain	2	5	-90.90
gain	5	2	-90.94
gain	2	6	-80.05
gain	6	2	-76.66
gain	2	7	-91.57
gain	7	2	-88.03
gain	2	8	-94.44
gain	8	2	-93.23
gain	2	9	-79.78
gain	9	2	-79.28
gain	2	10	-90.37
gain	10	2	-87.51
gain	2	11	-83.47
gain	11	2	-82.10
gain	2	12	-94.06
gain	12	2	-93.55
gain	3	4	-88.54
gain	4	3	-87.49
gain	3	5	-94.29
gain	5	3	-95.38
gain	3	6	-96.01
gain	6	3	-93.67
gain	3	7	-85.11
gain	7	3	-82.62
gain	3	8	-90.08
gain	8	3	-89.91
gain	3	9	-90.27
gain	9	3	-90.82
gain	3	10	-79.90
gain	10	3	-78.09
gain	3	11	-92.27
gain	11	3	-91.95
gain	3	12	-82.96
gain	12	3	-83.49
gain	4	5	-98.12
gain	5	4	-100.25
gain	4	6	-91.49
gain	6	4	-90.20
gain	4	7	-89.11
gain	7	4	-87.67
gain	4	8	-80.54
gain	8	4	-81.42
gain	4	9	-89.65
gain	9	4	-91.25
gain	4	10	-87.56
gain	10	4	-86.80
gain	4	11	-81.00
gain	11	4	-81.72
gain	4	12	-78.24
gain	12	4	-79.82
gain	5	6	-93.03
gain	6	5	-89.61
gain	5	7	-95.08
gain	7	5	-91.51
gain	5	8	-100.18
gain	8	5	-98.93
gain	5	9	-86.10
gain	9	5	-85.56
gain	5	10	-88.97
gain	10	5	-86.07
gain	5	11	-91.19
gain	11	5	-89.78
gain	5	12	-101.03
gain	12	5	-100.48
gain	6	7	-98.84
gain	7	6	-98.69
gain	6	8	-95.90
gain	8	6	-98.08
gain	6	9	-87.54
gain	9	6	-90.43
gain	6	10	-90.95
gain	10	6	-91.48
gain	6	11	-79.87
gain	11	6	-81.88
gain	6	12	-94.09
gain	12	6	-96.96
gain	7	8	-91.08
gain	8	7	-93.40
gain	7	9	-95.29
gain	9	7	-98.33
gain	7	10	-83.91
gain	10	7	-84.59
gain	7	11	-95.11
gain	11	7	-97.28
gain	7	12	-79.98
gain	12	7	-83.00
gain	8	9	-97.95
gain	9	8	-98.66
gain	8	10	-95.54
gain	10	8	-93.89
gain	8	11	-88.99
gain	11	8	-88.83
gain	8	12	-92.26
gain	12	8	-92.96
gain	9	10	-89.41
gain	10	9	-87.05
gain	9	11	-89.66
gain	11	9	-88.79
gain	9	12	-95.48
gain	12	9	-95.47
gain	10	11	-97.22
gain	11	10	-98.71
gain	10	12	-84.55
gain	12	10	-86.89
gain	11	12	-87.77
gain	12	11	-88.62
noise	0	-104.63	4.00
noise	1	-105.17	4.00
noise	2	-104.60	4.00
noise	3	-105.52	4.00
noise	4	-104.13	4.00
noise	5	-104.94	4.00
noise	6	-105.76	4.00
noise	7	-105.40	4.00
noise	8	-105.61	4.00
noise	9	-104.18	4.00
noise	10	-105.57	4.00
noise	11	-103.34	4.00
noise	12	-104.28	4.00
