gain	0	1	-81.32
gain	1	0	-84.82
gain	0	2	-78.41
gain	2	0	-78.29
gain	0	3	-87.69
gain	3	0	-85.28
gain	0	4	-85.70
gain	4	0	-89.95
gain	0	5	-102.25
gain	5	0	-109.98
gain	0	6	-96.98
gain	6	0	-99.96
gain	0	7	-98.32
gain	7	0	-102.02
gain	0	8	-95.88
gain	8	0	-94.54
gain	0	9	-94.72
gain	9	0	-96.24
gain	0	10	-86.70
gain	10	0	-89.66
gain	0	11	-71.94
gain	11	0	-73.85
gain	0	12	-89.67
gain	12	0	-93.37
gain	0	13	-94.10
gain	13	0	-90.50
gain	0	14	-90.87
gain	14	0	-96.22
gain	0	15	-90.88
gain	15	0	-92.04
gain	0	16	-92.49
gain	16	0	-96.24
gain	0	17	-88.81
gain	17	0	-92.24
gain	0	18	-83.05
gain	18	0	-83.84
gain	0	19	-99.47
gain	19	0	-101.68
gain	0	20	-90.77
gain	20	0	-95.45
gain	0	21	-92.23
gain	21	0	-94.93
gain	0	22	-92.62
gain	22	0	-96.40
gain	0	23	-95.76
gain	23	0	-104.59
gain	0	24	-88.99
gain	24	0	-93.59
gain	0	25	-97.78
gain	25	0	-99.77
gain	0	26	-88.96
gain	26	0	-88.13
gain	0	27	-91.05
gain	27	0	-96.29
gain	0	28	-85.86
gain	28	0	-88.71
gain	0	29	-85.51
gain	29	0	-88.58
gain	0	30	-89.58
gain	30	0	-88.69
gain	0	31	-87.13
gain	31	0	-90.51
gain	1	2	-83.08
gain	2	1	-79.46
gain	1	3	-70.60
gain	3	1	-64.69
gain	1	4	-93.52
gain	4	1	-94.27
gain	1	5	-97.24
gain	5	1	-101.48
gain	1	6	-97.54
gain	6	1	-97.03
gain	1	7	-94.97
gain	7	1	-95.17
gain	1	8	-88.90
gain	8	1	-84.07
gain	1	9	-91.58
gain	9	1	-89.61
gain	1	10	-89.20
gain	10	1	-88.67
gain	1	11	-88.87
gain	11	1	-87.29
gain	1	12	-80.94
gain	12	1	-81.14
gain	1	13	-93.98
gain	13	1	-86.89
gain	1	14	-87.38
gain	14	1	-89.23
gain	1	15	-70.80
gain	15	1	-68.46
gain	1	16	-88.77
gain	16	1	-89.02
gain	1	17	-94.31
gain	17	1	-94.24
gain	1	18	-62.78
gain	18	1	-60.08
gain	1	19	-96.21
gain	19	1	-94.92
gain	1	20	-85.92
gain	20	1	-87.11
gain	1	21	-95.05
gain	21	1	-94.26
gain	1	22	-83.34
gain	22	1	-83.62
gain	1	23	-95.58
gain	23	1	-100.91
gain	1	24	-91.07
gain	24	1	-92.17
gain	1	25	-98.24
gain	25	1	-96.73
gain	1	26	-84.13
gain	26	1	-79.80
gain	1	27	-96.13
gain	27	1	-97.87
gain	1	28	-72.65
gain	28	1	-72.01
gain	1	29	-82.28
gain	29	1	-81.86
gain	1	30	-77.72
gain	30	1	-73.33
gain	1	31	-91.33
gain	31	1	-91.21
gain	2	3	-85.94
gain	3	2	-83.66
gain	2	4	-83.75
gain	4	2	-88.12
gain	2	5	-94.56
gain	5	2	-102.43
gain	2	6	-93.93
gain	6	2	-97.04
gain	2	7	-97.92
gain	7	2	-101.75
gain	2	8	-98.76
gain	8	2	-97.55
gain	2	9	-89.96
gain	9	2	-91.61
gain	2	10	-89.72
gain	10	2	-92.81
gain	2	11	-83.61
gain	11	2	-85.65
gain	2	12	-83.32
gain	12	2	-87.15
gain	2	13	-95.42
gain	13	2	-91.96
gain	2	14	-83.48
gain	14	2	-88.95
gain	2	15	-83.00
gain	15	2	-84.28
gain	2	16	-82.85
gain	16	2	-86.72
gain	2	17	-91.12
gain	17	2	-94.67
gain	2	18	-76.78
gain	18	2	-77.71
gain	2	19	-94.38
gain	19	2	-96.72
gain	2	20	-88.48
gain	20	2	-93.29
gain	2	21	-85.81
gain	21	2	-88.63
gain	2	22	-83.03
gain	22	2	-86.94
gain	2	23	-84.10
gain	23	2	-93.05
gain	2	24	-86.07
gain	24	2	-90.80
gain	2	25	-93.28
gain	25	2	-95.39
gain	2	26	-88.40
gain	26	2	-87.69
gain	2	27	-92.98
gain	27	2	-98.35
gain	2	28	-81.03
gain	28	2	-84.01
gain	2	29	-73.23
gain	29	2	-76.44
gain	2	30	-82.78
gain	30	2	-82.01
gain	2	31	-83.60
gain	31	2	-87.10
gain	3	4	-91.64
gain	4	3	-98.29
gain	3	5	-90.86
gain	5	3	-101.01
gain	3	6	-91.78
gain	6	3	-97.17
gain	3	7	-88.44
gain	7	3	-94.54
gain	3	8	-85.00
gain	8	3	-86.07
gain	3	9	-86.63
gain	9	3	-90.57
gain	3	10	-84.03
gain	10	3	-89.40
gain	3	11	-81.37
gain	11	3	-85.69
gain	3	12	-76.46
gain	12	3	-82.57
gain	3	13	-87.40
gain	13	3	-86.21
gain	3	14	-82.87
gain	14	3	-90.63
gain	3	15	-63.85
gain	15	3	-67.42
gain	3	16	-79.16
gain	16	3	-85.32
gain	3	17	-87.43
gain	17	3	-93.26
gain	3	18	-72.02
gain	18	3	-75.22
gain	3	19	-93.09
gain	19	3	-97.71
gain	3	20	-80.41
gain	20	3	-87.50
gain	3	21	-87.80
gain	21	3	-92.91
gain	3	22	-79.72
gain	22	3	-85.91
gain	3	23	-81.71
gain	23	3	-92.94
gain	3	24	-78.10
gain	24	3	-85.11
gain	3	25	-89.08
gain	25	3	-93.48
gain	3	26	-64.28
gain	26	3	-65.85
gain	3	27	-88.37
gain	27	3	-96.02
gain	3	28	-58.72
gain	28	3	-63.98
gain	3	29	-81.51
gain	29	3	-87.00
gain	3	30	-71.87
gain	30	3	-73.38
gain	3	31	-91.49
gain	31	3	-97.28
gain	4	5	-91.89
gain	5	4	-95.38
gain	4	6	-97.85
gain	6	4	-96.59
gain	4	7	-99.38
gain	7	4	-98.83
gain	4	8	-103.50
gain	8	4	-97.92
gain	4	9	-97.78
gain	9	4	-95.06
gain	4	10	-95.77
gain	10	4	-94.49
gain	4	11	-91.78
gain	11	4	-89.45
gain	4	12	-97.30
gain	12	4	-96.75
gain	4	13	-97.60
gain	13	4	-89.76
gain	4	14	-89.54
gain	14	4	-90.64
gain	4	15	-90.10
gain	15	4	-87.01
gain	4	16	-95.27
gain	16	4	-94.77
gain	4	17	-88.60
gain	17	4	-87.78
gain	4	18	-90.23
gain	18	4	-86.78
gain	4	19	-95.29
gain	19	4	-93.25
gain	4	20	-100.68
gain	20	4	-101.11
gain	4	21	-95.07
gain	21	4	-93.52
gain	4	22	-94.01
gain	22	4	-93.55
gain	4	23	-86.72
gain	23	4	-91.30
